sequence_id,title,authors,doi,journal_title,issn,volume,issue,pages_or_article_number,doi_year,first_online_date,early_access_date,formal_publication_date,dblp_year,publication_status,metadata_sources,source_urls,abstract,keywords,relevance_level,relevance_reason,fulltext_status,local_pdf_path,pdf_sha256,conflict_notes,manually_verified,first_author
621,Hermes: Boosting the Performance of Machine-Learning-Based Intrusion Detection System Through Geometric Feature Learning,Chaoyu Zhang; Shanghao Shi; Ning Wang 0022; Xiangxiang Xu 0001; Shaoyu Li; Lizhong Zheng; Randy Marchany; Mark Gardner; Y. Thomas Hou 0001; Wenjing Lou,10.1109/ton.2026.3697115,IEEE Transactions on Networking,2998-4157,34,,5381-5396,2026,2026-05-26,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3697115,"Anomaly-Based Intrusion Detection Systems (IDSs) have been extensively researched for their ability to detect zero-day attacks. These systems establish a baseline of normal behavior using benign traffic data and flag deviations from this norm as potential threats. They generally experience higher false alarm rates than signature-based IDSs. Unlike image data, where the observed features provide immediate utility, raw network traffic necessitates additional processing for effective detection. It is challenging to learn useful patterns directly from raw traffic data or simple traffic statistics (e.g., connection duration, package inter-arrival time) as the complex relationships are difficult to distinguish. Therefore, some feature engineering becomes imperative to extract and transform raw data into new feature representations that can directly improve the detection capability and reduce the false positive rate. We propose a geometric feature learning method to optimize the feature extraction process. We employ contrastive feature learning to learn a feature space where normal traffic instances reside in a compact cluster. We further utilize H-Score feature learning to maximize the compactness of the cluster representing the normal behavior, enhancing the subsequent anomaly detection performance. Our evaluations using the NSL-KDD and N-BaloT datasets demonstrate that the proposed IDS powered by feature learning can consistently outperform state-of-the-art anomaly-based IDS methods by significantly lowering the false positive rate. Furthermore, we deploy the proposed IDS on a Raspberry Pi 4 and demonstrate its applicability on resource-constrained Internet of Things (IoT) devices, highlighting its versatility for diverse application scenarios.",,R4,,no_oa_info,,,,False,Chaoyu Zhang
622,Physical-Layer In-Band Network Telemetry for Wireless Backhauling Toward 6G,Haorui Li; Yibo Pi; Min Qiu 0001; Pengyi Jia; Hua Zhang 0002; Cailian Chen,10.1109/ton.2026.3697252,IEEE Transactions on Networking,2998-4157,34,,5397-5412,2026,2026-05-26,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3697252,"Wireless backhauling is envisioned to play a pivotal role in 6G non-terrestrial networks (NTNs) due to its ability to deliver cable-free connectivity between edge nodes and gateways. However, the dynamic network topology and time-varying channels inherent to NTNs pose significant challenges for real-time network status monitoring. To address these challenges, we propose PhyINT, a novel in-band network telemetry approach that collects telemetry data at the physical layer for time-slotted NTNs. PhyINT allows network nodes to encode telemetry data onto resource elements (REs) in a distributed manner. Since REs are consistently available in every time slot, regardless of wireless channel variability, the encoding process can be made highly predictable and faithfully reconstructed at the gateway for decoding. Moreover, we formulate a multi-objective optimization problem that jointly minimizes the resource consumption and the telemetry collection completion latency. Extensive simulations across NTNs demonstrate that PhyINT significantly outperforms existing methods in reliability, latency, and goodput.",,R3,,closed,,,,False,Haorui Li
623,Stability-Oriented Computation Offloading and Resource Allocation for Stochastic NOMA–MEC Networks,Baoxin Yin; Jie Jia 0001; Yansha Deng; Jian Chen 0008; Xingwei Wang 0001; Abdol-Hamid Aghvami,10.1109/ton.2026.3697304,IEEE Transactions on Networking,2998-4157,34,,5788-5803,2026,2026-05-26,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3697304,"Multi-access edge computing (MEC) enhances users’ computing capabilities. However, it still faces the queue instability challenge due to the conflict between limited communication-computation resources and the massive access of users. In this paper, we invoke a multiple one-to-one queuing system in a non-orthogonal multiple access (NOMA)-MEC network, where NOMA enables massive access, and study its network stability and queuing delay control mechanisms. Meanwhile, we jointly consider the many-to-one queuing system. We formulate two network power minimization stochastic problems, each subject to the stability of the multiple one-to-one/many-to-one queuing system. We propose Lyapunov-based algorithms to solve these problems analytically and achieve a computational complexity of approximately O(N) with N users. We further investigate the queuing-delay control mechanism in the multiple one-to-one queuing system-based NOMA-MEC network. Numerical results show that the proposed algorithms converge efficiently, effectively stabilize queuing systems, satisfy the queuing-delay requirement, and further demonstrate that: 1) the proposed multiple one-to-one queuing system-based NOMA-MEC exhibits a better balanced load distribution between users and the MEC server compared to orthogonal multiple access (OMA)-MEC; 2) we obtain a more efficient tradeoff between network power consumption and queue backlog compared to the many-to-one queuing system; and 3) we obtain superior queue stabilization capacity under bursty data and network power suppression conditions. This also validates NOMA’s high spectral efficiency and fine-grained remote execution control at the MEC server.",,R3,,closed,,,,False,Baoxin Yin
624,HyStream: A Hybrid System for Application Streaming via Predictive Delivery and Sequence-Linearized Caching,Jun Lu; Sheng Yue 0001; Xiang Liu 0017; Jinrui Zhang; Yongjian Fu 0004; Jialin Li 0001,10.1109/ton.2026.3697381,IEEE Transactions on Networking,2998-4157,34,,5514-5529,2026,2026-05-27,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3697381,"Traditional application delivery requires full local installation, introducing persistent security risks from outdated software and imposing significant download delays. While advances in network bandwidth and latency have made remote content delivery more viable, existing dynamic loading mechanisms, such as network filesystems, often remain constrained by performance bottlenecks. Worse still, these solutions degrade sharply under variable or weak connectivity, where untimely code delivery can stall execution altogether. We propose HyStream, a hybrid application streaming system that combines predictive remote delivery with local sequence-linearized caching to sustain responsive and robust execution without requiring installation. HyStream addresses three key challenges: (1) maintaining microsecond-level latency comparable to local storage; (2) bridging the semantic gap between stateless remote storage and stateful execution; and (3) mitigating the limitations of purely network-based solutions under degraded connectivity. To achieve this, HyStream integrates three core components: a dual-mode transmission mechanism that decouples synchronous demand-driven requests from asynchronous speculative prefetching; a thread-aware Markov-chain model that captures fine-grained, concurrent access patterns for accurate prediction; and a sequence-linearized cache that persists streamed blocks in predicted execution order to support deterministic fallback behavior. Together, these components transform irregular, latency-sensitive I/O into efficient structured access that masks network variability. Evaluation shows HyStream delivers near-native performance across diverse networks. On mobile devices, it achieves 16–29% better per-page access latency than local UFS3.1, even over variable Wi-Fi connectivity. On desktops, it typically sustains startup overheads below 30% relative to local NVMe. Under variable and degraded network conditions, the sequence-linearized cache increasingly serves execution-critical accesses, rendering application performance largely insensitive to network latency and jitter within intra-city and inter-city deployments.",,R3,,closed,,,,False,Jun Lu
625,Range-Level Preloading With Scalable Watch-Time Estimation for Billion-User Streaming Systems,Yucheng Zhang; Zhiwei Fan; Tong Liu; Guanyan Peng; Haodan Zhang; Zhen Wang 0071; Pengjin Xie; Liang Liu 0001; Huadong Ma,10.1109/ton.2026.3697930,IEEE Transactions on Networking,2998-4157,34,,5601-5614,2026,2026-06-01,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3697930,"Short-video platforms have grown rapidly by allowing users to browse rich media content through seamless swiping. However, the inherently random nature of swipe behavior creates significant challenges for bandwidth efficiency and playback continuity, often resulting in stalls and unnecessary data transfers. We present OffLoad, a new preloading framework that enhances bandwidth efficiency and playback quality using range-based downloading, which generalizes traditional chunk-based preloading to arbitrary-length segments for finer-grained control. At the core of OffLoad is a two-dimensional watch-time estimation model that jointly captures user preferences and video characteristics. Guided by this estimator, OffLoad introduces a hybrid preloading algorithm that integrates heuristic rules with a learning-based module trained directly on large-scale production data, enabling strong generalization in deployment. Following extensive system-level optimization, OffLoad has been deployed on a commercial short-video platform for more than six months. Our A/B testing results show that OffLoad increases overall user watch-time by 1.1‰, while simultaneously reducing 0.13% rebuffering events and 4.92% of bandwidth consumption.",,R4,,closed,,,,False,Yucheng Zhang
626,Ultra-Low-Power Backscatter for Large-Scale and High-Rate Sensing,Mingqi Xie; Meng Jin 0002; Fengyuan Zhu 0001; Yuzhe Zhang; Xiaohua Tian; Xinbing Wang; Chenghu Zhou,10.1109/ton.2026.3698477,IEEE Transactions on Networking,2998-4157,34,,5444-5459,2026,2026-06-01,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3698477,"This paper presents μTag, an ultra-low-power backscatter sensor that supports high-rate sensing of a large number of targets simultaneously. The core of μTag is an RF “gene editing” technique that embeds both the identity of the sensor and the real-time motion or vibration state of the attached target intensively in the transient features of the sensor’s RF signal, in a collision-resilient manner. We provide practical techniques which i) generate such “genetic signal” with purely analog and extremely simple circuits; and ii) separate the signals from a large scale of sensors reliably. Our experimental results show that our design can support concurrent tracking of 150 targets with a 12 kHz per-tag sampling rate. We also demonstrate with multiple sensing applications that μTag can achieve high-speed and large-scale motion tracking, rotation frequency sensing, and contactless sensing. The PCB power consumption of μTag is 38∼107 μW, according to the operating frequency of the tag. Our ASIC simulation based on the 40 nm CMOS process shows that the power consumption can be further reduced to 0.13∼0.52 μW.",,R3,,closed,,,,False,Mingqi Xie
627,TopoFaker: Topology Obfuscation Against Network Tomography for General Topologies,Changhao Qiu; Bangbang Ren; Lailong Luo; Deke Guo,10.1109/ton.2026.3698566,IEEE Transactions on Networking,2998-4157,34,,5460-5475,2026,2026-06-01,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3698566,"In recent years, the frequency and severity of network attacks have increased significantly, posing serious threats to network security. Network topology information is often exploited by attackers to identify critical bottlenecks, which are prime targets for attacks. Typically, attackers probe the network topology using network tomography or traceroute. Network tomography, compared to traditional methods like traceroute, offers greater flexibility and is more challenging to detect. These characteristics make it a preferred technique for attackers. In response, network operators seek to implement topology obfuscation strategies that expose a deliberately designed fake topology to mislead attackers. However, existing obfuscation techniques against network tomography have primarily focused on protecting tree-like topologies and have been insufficient in concealing bottleneck nodes and links. To this end, we propose TopoFaker, a novel topology obfuscation system designed to protect general network topologies while effectively concealing bottleneck nodes and links. TopoFaker consists of three main components: a topology generator that creates secure fake topologies, a policy deployer that ensures attackers perceive only the obfuscated topology, and obfuscation nodes that implement proactive delay policies in the data plane. Experimental evaluations on real-world network topologies demonstrate that TopoFaker effectively enhances network security by obscuring bottleneck nodes and links, achieving a 73.99% reduction in maximum degree centrality and a 79.48% reduction in maximum edge connectivity. Furthermore, TopoFaker reduces the average proactive delay time by 50.82%, minimizing the negative impact on normal packets misclassified due to the classifier’s false alarms. TopoFaker outperforms existing mechanisms by achieving a runtime of under one minute and reducing memory allocation by four orders of magnitude on large-scale problems.",,R4,,closed,,,,False,Changhao Qiu
628,Defrag: Reducing Resource Fragmentation in Large-Scale Heterogeneous GPU Clusters,Chenhao Wang; Yuedong Xu 0001; Jun Wu 0006; Yinghao Yu; Liang Ye; Guodong Yang,10.1109/ton.2026.3698651,IEEE Transactions on Networking,2998-4157,34,,5530-5544,2026,2026-06-01,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3698651,"Technology companies have built large-scale heterogeneous GPU clusters to support various workloads. However, their cluster machines are found underutilized with severe resource fragmentation. The main causes are myopic online scheduling of incoming tasks and complex placement constraints specified by users or systems. In this paper, we propose to use task migration as a measure to alleviate resource fragmentation. Our trace-driven analysis on a production cluster with 12kmachines reveals that almost at any random snapshot, most of the concurrent tasks have long run-times and small migration times, thus justifying the feasibility of task migration. By making the complex constraints mathematically tractable, we formulate an integer linear programming problem. An efficient heuristic algorithm called Iterative Partitioned Defragmentation (IPD) is presented to perform task migration in multiple iterations of computation. We design and implementDefrag, an operational resource defragmentation system on Kubernetes, and deploy it on the production clusters. Trace-driven experiments show thatDefragcan reduce up to 80% idle CPUs and 29% idle GPUs on average. Furthermore,Defragcan refine the performance of online scheduling strategies by reducing up to 57% idle CPUs and 35% idle GPUs at the time of execution. Our real-world experiment also demonstrates the effectiveness ofDefrag.",,R4,,closed,,,,False,Chenhao Wang
629,Robust Optimization Techniques and Their Application in the Design of Coherent Filterless Optical Networks,Mohammad M. Hosseini; João Pedro 0001; Antonio Napoli,10.1109/ton.2026.3699100,IEEE Transactions on Networking,2998-4157,34,,5545-5555,2026,2026-06-01,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3699100,"This article investigates robust design methodologies for cost-effective and resilient design of filterless Point-to-Multipoint (P2MP) optical networks by minimizing the number of amplifiers, which are often compromised by parameter uncertainties, for example inaccurate fiber loss. To overcome the inefficiencies of traditional, overly or insufficiently conservative margin-based designs, this study investigates Deterministic Optimization (DO), Robust Optimization (RO), and Adjustable Robust Optimization (ARO) of optical filterless horseshoe networks. All these techniques are explained in detail using a simple Linear Program (LP) model example. The findings of this manuscript demonstrate that ARO is a significantly superior technique, leveraging a two-stage, “wait-and-see” approach that allows for adaptive adjustments, by modifying amplifier gains after uncertainty is revealed. This adaptability reduces the conservatism of standard RO, achieving full resiliency with a much lower “price of robustness”. Specifically, for the considered scenarios, at a 20% uncertainty level, ARO required only a 16% increase in amplifiers compared to 40% for RO, ultimately providing a more efficient trade-off between performance and robustness.",,R4,,closed,,,,False,Mohammad M. Hosseini
630,The Power of Two in Large Service-Marketplaces,Dheeraj Narasimha; Srinivas Nomula; Srinivas Shakkottai; Parimal Parag,10.1109/ton.2026.3699184,IEEE Transactions on Networking,2998-4157,34,,6170-6181,2026,2026-06-01,,2026,,formal_volume_article,crossref+openalex,https://doi.org/10.1109/ton.2026.3699184,"We consider a large-scale service marketplace with numerous servers that scale with the job arrival rate. Jobs arrive with private valuations representing their willingness to pay. In a centralized system, jobs are matched to available servers, and prices are set in a centralized manner to maximize revenue. We investigate whether similar scalability can be achieved in a distributed marketplace where jobs are randomly matched to servers, which set their own prices based on job valuations and system occupancy. Our results show that matching a job to a single randomly selected server leads to higher blocking, resulting in lower throughput and reduced revenue. We then examine matching jobs to two servers, which compete to provide service if unoccupied. We demonstrate the existence of a mean field equilibrium (MFE) in this setup, where servers strategically respond to competitors’ prices. We characterize the MFE and show that this two-server choice ensures lower blocking probabilities and higher system revenue. Our findings are validated through simulations illustrating a variety of operating scenarios.",,R4,,closed,,,,False,Dheeraj Narasimha
631,Geometric Fairness-Aware Routing for Federated Edge Networks,Ratun Rahman,10.1109/ton.2026.3699469,IEEE Transactions on Networking,2998-4157,34,,5476-5485,2026,2026-06-02,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3699469,"Emerging 6G and edge-intelligent networks require effective and balanced routing algorithms among varied and spatially distributed devices. Existing federated routing systems often prioritize aggregate latency or throughput above fairness and the underlying geometric structure of network topologies. This paper describes Geo-FairFed, a geometric fairness-aware routing system that blends hyperbolic graph neural networks (HGNNs) and federated optimization to provide equal performance across edge nodes. Each node learns topology-aware representations on a negatively curved manifold, which include hierarchical relationships and connection asymmetries. A global aggregator next enforces fairness using a curvature-regularized aim that minimizes routing loss, geometric inconsistency, and an inequality penalty based on Jain’s fairness index. A theoretical analysis develops convergence guarantees under limited curvature and shows that the proposed fairness term results in a Pareto-improving equilibrium in routing performance. Extensive simulations on dynamic 6G-edge and IoT topologies reveal that Geo-FairFed minimizes average latency by 20%, reduces energy consumption by 17%, and improves fairness by up to 21% when compared to state-of-the-art federated and geometric routing protocols. The study found that embedding topology in a hyperbolic manifold and including fairness into federated updates can significantly enhance the efficiency and equity of large-scale network routing.",,R3,,downloaded,pdfs/chunk_001/0580_rahman_geometric-fairness-aware-routi.pdf,78f4455b7c6aebbea46c490089dcfb489cd1ac1e5a8257f3db01d4ca2286ab17,,False,Ratun Rahman
632,SRViT: A Robust Online Encrypted Traffic Classification Based on Vision Transformer,Chang Liu 0001; Lei Han; Zulong Diao; Zheng Wu; Xin He 0010; Weibei Fan; Fu Xiao 0001,10.1109/ton.2026.3699540,IEEE Transactions on Networking,2998-4157,34,,5486-5500,2026,2026-06-03,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3699540,"The dramatic rise in encrypted traffic brings huge challenges to traditional traffic classification methods. Deep learning-based traffic classification methods have been demonstrated to significantly improve performance. However, the following limitations remain: i) It is challenging to concurrently focus on both global and local information in traffic flows, resulting in the absence of important information. ii) The existing methods relying on temporal information suffer from low robustness in case of packet disordering or loss. iii) The use of multi-layer encryption and random routing in Tor technology poses more challenges for traffic identification. In this paper, we propose a novel ViT-based model for more accurate encrypted traffic classification, called SRViT to overcome the above challenges. Firstly, SRViT proposes a novel mechanism of multi-size patch division to learn comprehensive hidden knowledge and dependencies between packets. Secondly, we propose a self-attention operation with a relative position bias to learn the relative position relationship. After that, an incremental update mechanism is proposed to adapt to dynamic changes in the real traffic environment. At last, the comprehensive experiments on 5 real-world encrypted traffic datasets are carried out. The experimental results indicate that SRViT outperforms the state-of-the-art methods with an average accuracy improvement of 24.62% while keeping higher robustness and execution efficiency.",,R4,,closed,,,,False,Chang Liu 0001
633,Dynamic Asymmetric Group Key Agreement Without Pairing for Distributed Online Social Networks,Kai Fan 0001; Guanglu Wei; Kuan Zhang 0001; Hui Li 0006; Yintang Yang,10.1109/ton.2026.3700279,IEEE Transactions on Networking,2998-4157,34,,5556-5571,2026,2026-06-05,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3700279,"Online social networks (OSN) such as Twitter, Facebook, etc. have an overall user base of more than 5 billion as of today. Traditional centralized OSN users’ data and content are stored in centralized servers, which has the risk of data leakage and privacy violation. Distributed OSN (DOSN) address the single-point-of-failure and user data privacy concerns faced by centralized OSN by enabling the operation of network infrastructures and services without centralized ownership or control. However, DOSN face privacy protection issues. The group key agreement (GKA) is an important method to construct secure channels to protect the secure communication of network group members. Asymmetric GKA methods allow external members to securely communicate with group members without having to join the group. However, it is worth noting that existing AGKA schemes rely on bilinear pairing, resulting in a high computational overhead. Meanwhile, considering scenarios where external users join, or group members leave, we design a dynamic asymmetric group key agreement (DAGKAwP) scheme based on Schnorr batch multi-signature that does not depend on bilinear pairing. During the key generation phase, the members generate self-authenticating public-private key pairs to resist malicious public key attacks. For group key agreement, new hash functions are embedded in Schnorr signatures to generate aggregated public keys, and this scheme supports external member addition and internal member exit. In group message encryption, sender anonymity and message non-repudiation are realized. The security comparison with related DAGKA schemes reveals that the DAGKAwP scheme offers more comprehensive security. Performance evaluations suggest that this scheme offers computational efficiency and lower communication overhead than related Dynamic AGKA schemes.",,R3,,closed,,,,False,Kai Fan 0001
634,CogCoor: A Cognition-Driven Heterogeneous Coordination Framework for Urban Multi-Target Tracking,Zhi Chen; Yimeng Liu; Zhiwen Yu 0001; Bin Guo 0001,10.1109/ton.2026.3700387,IEEE Transactions on Networking,2998-4157,34,,5572-5587,2026,2026-06-05,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3700387,"With the rapid growth of smart cities, low-altitude airspace opening, and crowd and mobile computing, robust air–ground integrated perception systems are essential for urban safety. Traditional multi-target tracking and capture methods suffer from perceptual blind spots limiting observability, constrained maneuverability hindering proactive target restriction, and unstable coordination under partial observability in multi-agent systems. To address these challenges, we propose Cog- Coor, a cognition-driven collaborative heterogeneous coordination framework that unifies perception, reasoning, and action through a closed-loop architecture, incorporating heterogeneous crowd computing to extend observability and enable proactive coordination. Specifically, we introduce: (1) an Active–Passive Heterogeneous Collaboration (APHC) model with a Collaborative Voting-based Block Mechanism (CVBM), enabling Unmanned Aerial Vehicles (UAVs) to trigger ground roadblocks to mitigate perceptual blind spots and constrain target motion; (2) a Cognition-driven Bayesian Collaborative Reward Mechanism (CBCR) that stabilizes multi-agent coordination under partial and heterogeneous observations by adjusting collaboration benefits based on agent reliability; and (3) a Cognition-driven Perception– Scheduling Integration Mechanism (CPSI) that integrates UAV motion control and blocking decisions into a single multi-agent reinforcement learning policy, allowing perception-driven actions to actively constrain target maneuverability. Experiments on real urban road data simulations show that CogCoor outperforms baseline methods, increasing target captures by 8.06% and reducing energy consumption by 7.62% on average in resource-constrained environments. In high coordination demand scenarios, target captures improve by 5.98% on average while energy consumption decreases by 5.91%, confirming its effectiveness in complex urban settings.",,R4,,closed,,,,False,Zhi Chen
635,A DRL-based Energy-Efficient and Mobility-aware SFC Embedding Strategy in 6G SAGINs,Yi-Huai Hsu; Yu-Lun Wang,10.1109/ton.2026.3700853,IEEE Transactions on Networking,2998-4157,,,1-1,2026,2026-06-05,2026-06-05,,,early_access,crossref+openalex,https://doi.org/10.1109/ton.2026.3700853,"Space-air-ground-integrated networks (SAGINs) can meet the goal of creating a seamless global coverage for 6G. With software-defined networking and network function virtualization technologies, a service can be represented by a service function chain (SFC), which is a sequenced set of multiple virtual network functions (VNFs). Nevertheless, the embedding of VNFs of an SFC, referred to as the SFC embedding problem, including SFC placement and SFC migration, remarkably impacts the quality of experience (QoE) of user equipments (UEs) and the energy efficiency of an SAGIN. In this paper, we jointly investigate the SFC placement and migration in the SFC embedding problem in an SAGIN. We formulate this problem as a non-linear programming problem seeking to minimize SAGIN energy consumption while meeting the service downtime (SD) and traverse delay (TD) restrictions of each UE. To tackle this problem, we propose a deep reinforcement learning-based energy-efficient and mobility-aware SFC embedding strategy (DRL-EMSES). This strategy employs an SFC deployment controller to keep track of the conditions of network nodes in the SAGIN and make intelligent embedding decisions in response to placement and migration requests from network nodes. The proposed DRL-EMSES leverages a DRL technique, Deep Deterministic Policy Gradient (DDPG), to handle the stochastic arrivals of placement and migration requests in the SFC deployment controller, thereby optimizing long-term network performance. The simulation results show that the proposed DRL-EMSES can successfully lower energy consumption of the SAGIN while meeting SD and TD restrictions of UEs.",,R3,,closed,,,,False,Yi-Huai Hsu
636,Optimizing Server Placement for Vertical Federated Learning in Dynamic Edge/Fog Networks,Su Wang 0007; Mung Chiang; H. Vincent Poor,10.1109/ton.2026.3700898,IEEE Transactions on Networking,2998-4157,34,,5846-5866,2026,2026-06-05,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3700898,"We investigate the control and optimization of vertical federated learning (VFL), a class of distributed machine learning (ML) methods in which edge/fog devices contain separate data features, in dynamic edge/fog networks. Owing to heterogeneous data features and hardware across edge/fog networks, devices’ contributions to VFL vary substantially, and, moreover, dynamic edge/fog networks can lead to the permanent exit or entry of select data features. In this setting, our proposed methodology, server controlled VFL in dynamic networks (SC-DN), first establishes the existence of a global first-order stationary point for every global round, and then leverages this result to jointly optimize ML model training and resource consumption based on four key control variables: (i) server placement, (ii) device-to-server transmit power, (iii) local device processor frequency, and (iv) local training iterations per global round. The resulting optimization formulation contains coupled variables as well as numerous forms of logarithmic constraints which we show is a mixed-integer signomial program, an NP-hard problem, and for which we develop a general solver. Finally, via experiments on both image and multi-modal datasets, we show that our methodology demonstrates superior classification/regression performance and resource consumption savings than even greedy methodologies.",,R4,,downloaded,pdfs/chunk_001/0605_anon_optimizing-server-placement-fo.pdf,99649d0558e7235b41b744f33666d912cfba02ff77d7d68e33cfd05484a1c149,,False,Su Wang 0007
637,A Blockchain-Integrated Security Framework for IP Camera Gateways in Cloud–Fog–Edge IoT Environments,Gunupudi Rajesh Kumar; Annaluri Sreenivasa Rao; Attili Venkata Ramana; G. Ravi Kumar; Uma N. Dulhare; Ravi Tene,10.1109/ton.2026.3701281,IEEE Transactions on Networking,2998-4157,34,,5647-5665,2026,2026-06-08,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3701281,"The rapid expansion of IoT (Internet of Things) ecosystems has ushered in a new era of connected devices, yet it has also exposed critical vulnerabilities, especially within IP camera gateways operating across cloud, fog, and edge layers. This paper introduces a blockchain-integrated security framework designed to enhance the protection of IP camera gateways in such distributed IoT environments. By leveraging the decentralized and tamper-proof characteristics of blockchain technology, the framework establishes robust mechanisms for authentication, secure data transmission, and access control. The multi-layered security approach adapts to the unique constraints and requirements of each network tier—cloud, fog, and edge—ensuring that security measures are both comprehensive and scalable. Simulation results underscore the framework’s ability to mitigate cyber threats, prevent unauthorized access, and maintain data integrity and confidentiality. This work not only demonstrates a viable path for integrating blockchain into IoT security architectures but also lays the groundwork for future advancements in securing next-generation IoT deployments.",,R4,,closed,,,,False,Gunupudi Rajesh Kumar
638,Fed-MVP: Federated Multi-Homing Video Streaming Protocol,Amir Sepahi; Lin Cai 0001; Wenjun Yang; Pooria Seyed Eftetahi,10.1109/ton.2026.3701659,IEEE Transactions on Networking,2998-4157,34,,5631-5646,2026,2026-06-09,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3701659,"The growth of multimedia applications such as live streaming, online gaming, and virtual conferencing has intensified the demand for robust and efficient data transmission over heterogeneous and dynamic access networks using a multipath streaming scheduler. Traditional model-based multipath schedulers lack adaptability. Although learning-based approaches promise improved adaptation, their centralized architectures introduce challenges in scalability, user privacy, and responsiveness. Furthermore, relying solely on learning at individual devices is often insufficient due to the limited volume and diversity of local data, making it challenging to derive robust and generalizable policies. To address these limitations, we propose Fed- MVP, a federated multi-homing video streaming protocol within a hierarchical cloud-edge architecture. Fed-MVP decentralizes learning and decision-making processes to edge data centers, enhancing scalability and preserving user privacy. It employs fine-tuned meta-models at the edge for real-time adaptation to local network conditions and utilizes Proximal Policy Optimization (PPO) for efficient learning. We introduce a Modified Federated Averaging (Mod-FedAvg) algorithm for effective aggregation of model updates from clients. Trace-driven emulations highlight Fed-MVP’s superior performance, demonstrating up to 61% and 43% improvement in convergence rate during test and training phases, respectively, up to 40% reduction in download time, up to 35% enhancement in video quality assessments, and up to 38% reduction in stalling time compared to state-of-the-art multipath schedulers.",,R4,,closed,,,,False,Amir Sepahi
639,Two Fault Diagnosis Strategies for Reliable Bubble-Sort Networks,Fuxing Liao; Jiafei Liu 0001; Chia-Wei Lee; Sun-Yuan Hsieh,10.1109/ton.2026.3701721,IEEE Transactions on Networking,2998-4157,34,,5696-5708,2026,2026-06-09,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2026.3701721,"As critical reliability metrics for multiprocessor systems, connectivity and diagnosability respectively determine network robustness against node failures and the capability to accurately identify faulty units. This article presents a comprehensive reliability analysis of bubble-sort networks (Bn), a class of Cayley graphs that implement adjacent-node swap operations, offering inherent advantages for distributed sorting systems. First, we investigate theh-extrar-component connectivity and diagnosability ofBnunder the Preparata-Metze-Chien (PMC) diagnostic model through rigorous topological analysis. Then, we characterize theg-good-neighborr-component connectivity and diagnosability ofBnunder the PMC model by establishing tight bounds through fault pattern analysis. In addition, we develop a three-round fault identification algorithm, TRFI-PMC, that achieves robust diagnostic performance in simulated experiments. Specifically, for the networkB8with 40320 nodes, the algorithm maintains superior performance (fault density achieving 25%) across five metrics: accuracy (98.81%), true negative rate (97.81%), false positive rate (2.18%), true positive rate (99.3%), and precision (98.98%). The theoretical results establish fundamental reliability limits forBnarchitectures, while the practical algorithm provides an efficient fault diagnosis solution forn-dimensional bubble-sort network.",,R4,,closed,,,,False,Fuxing Liao
